ID,Station_Name,OS X,OS Y,Latitude,Longitude,Zone,Postcode,Zone_original
573,Twyford,479041,175787,51.47553252815790,-0.863306993,9,RG10 9NA,
574,Upminster,556167,186833,51.558763771001500,0.2514008048009920,6,RM14 2TD,6
575,Upminster Bridge,555002,186681,51.55771918780090,0.23454189192904200,6,RM12 6PL,6
576,Upney,545844,184260,51.53840581666550,0.10153174466413700,4,IG11 9LS,4
577,Upper Holloway,529778,186630,51.56362309586850,-0.129109363,2,N19 4DJ,2
578,Upper Warlingham,534100,158383,51.308772130153500,-0.077481662,6,CR3 0EP,6
579,Upton Park,541204,183931,51.536628259878100,0.03454184,3,E13 9AP,3
580,Uxbridge,505698,184161,51.54645372786720,-0.477101546,6,UB8 1JZ,6
581,Vauxhall,530366,177978,51.48573560145270,-0.123829952,1,SW8 1SR,"1,2"
582,Victoria,528941,179131,51.49642371956770,-0.143920705,1,SW1E 5JX,1
583,Waddon,531151,164828,51.36737906715270,-0.117394076,5,CR0 4NA,5
584,Waddon Marsh,531082,165906,51.37708276115930,-0.117987464,3,CR0 4XT,"3,4,5,6"
585,Wallington,528841,163985,51.36033129956510,-0.150863834,5,SM6 0DZ,5
